arxiv_id,title,abstract,authors,published,updated,primary_category,all_categories,comments,journal_ref,doi,abstract_url,pdf_url,collection_query,collection_year,screen_id,qis_relevance_label,qis_subfield,paper_type,screening_reason,key_qis_terms,selected_for_pilot,recognition_flag,manual_review_needed
2301.02456,Relative asymptotic oscillations of the out-of-time-ordered correlator as a quantum chaos indicator,"A detailed numerical study reveals that the asymptotic values of the standard deviation-to-mean ratio of the out-of-time-ordered correlator can be successfully used as a measure of the quantum chaoticity of the system. We employ a finite-size fully connected quantum system with two degrees of freedom, namely the algebraic u(3) model, and demonstrate a clear correspondence between the relative oscillations of the correlators and the ratio of the chaotic part of the volume of phase space in the classical limit of the system. We also show how the relative oscillations scale with the system size and conjecture that the scaling exponent can also serve as a robust chaos indicator.","[""Jakub Novotný"", ""Pavel Stránský""]",2023-01-06T10:40:03+00:00,2023-05-29T08:55:48+00:00,quant-ph,"[""quant-ph""]","14 pages, 9 figures","Phys. Rev. E 107, 054220 (2023)",10.1103/PhysRevE.107.054220,http://arxiv.org/abs/2301.02456v3,https://arxiv.org/pdf/2301.02456v3,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_011,out_of_scope,out_of_scope_other,experimental_or_demonstration,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2401.02475,Space-time generalization of mutual information,"The mutual information characterizes correlations between spatially separated regions of a system. Yet, in experiments we often measure dynamical correlations, which involve probing operators that are also separated in time. Here, we introduce a space-time generalization of mutual information which, by construction, satisfies several natural properties of the mutual information and at the same time characterizes correlations across subsystems that are separated in time. In particular, this quantity, that we call the \emph{space-time mutual information}, bounds all dynamical correlations. We construct this quantity based on the idea of the quantum hypothesis testing. As a by-product, our definition provides a transparent interpretation in terms of an experimentally accessible setup. We draw connections with other notions in quantum information theory, such as quantum channel discrimination. Finally, we study the behavior of the space-time mutual information in several settings and contrast its long-time behavior in many-body localizing and thermalizing systems.","[""Paolo Glorioso"", ""Xiao-Liang Qi"", ""Zhenbin Yang""]",2024-01-04T19:00:00+00:00,2024-01-04T19:00:00+00:00,quant-ph,"[""quant-ph"", ""hep-th""]","33 pages, 12 figures","Journal of High Energy Physics, Volume 2024, Article 338 (2024)",10.1007/JHEP05(2024)338,http://arxiv.org/abs/2401.02475v1,https://arxiv.org/pdf/2401.02475v1,cat:quant-ph AND submittedDate:[202401010000 TO 202412312359],2024,SCREEN_012,in_scope,quantum_information_theory,experimental_or_demonstration,"Heuristic matched in scope evidence for quantum_information_theory: quantum information, quantum information theory, quantum channel.","[""quantum information"", ""quantum information theory"", ""quantum channel"", ""mutual information""]",False,False,False
2301.02326,Entanglement Rényi Entropies from Ballistic Fluctuation Theory: the free fermionic case,"The large-scale behaviour of entanglement entropy in finite-density states, in and out of equilibrium, can be understood using the physical picture of particle pairs. However, the full theoretical origin of this picture is not fully established yet. In this work, we clarify this picture by investigating entanglement entropy using its connection with the large-deviation theory for thermodynamic and hydrodynamic fluctuations. We apply the universal framework of Ballistic Fluctuation Theory (BFT), based the Euler hydrodynamics of the model, to correlation functions of \emph{branch-point twist fields}, the starting point for computing Rényi entanglement entropies within the replica approach. Focusing on free fermionic systems in order to illustrate the ideas, we show that both the equilibrium behavior and the dynamics of Rényi entanglement entropies can be fully derived from the BFT. In particular, we emphasise that long-range correlations develop after quantum quenches, and accounting for these explain the structure of the entanglement growth. We further show that this growth is related to fluctuations of charge transport, generalising to quantum quenches the relation between charge fluctuations and entanglement observed earlier. The general ideas we introduce suggest that the large-scale behaviour of entanglement has its origin within hydrodynamic fluctuations.","[""Giuseppe Del Vecchio Del Vecchio"", ""Benjamin Doyon"", ""Paola Ruggiero""]",2023-01-05T23:09:48+00:00,2023-06-29T16:56:09+00:00,quant-ph,"[""quant-ph"", ""cond-mat.stat-mech""]","53 pages, 2 figures","SciPost Phys. Core 7, 005 (2024)",10.21468/SciPostPhysCore.7.1.005,http://arxiv.org/abs/2301.02326v2,https://arxiv.org/pdf/2301.02326v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_013,out_of_scope,out_of_scope_other,theory_or_methods,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2401.01401,Proposal for many-body quantum chaos detection,"In this work, the term ``quantum chaos'' refers to spectral correlations similar to those found in the random matrix theory. Quantum chaos can be diagnosed through the analysis of level statistics using e.g.~the spectral form factor, which detects both short- and long-range level correlations. The spectral form factor corresponds to the Fourier transform of the two-point spectral correlation function and exhibits a typical slope-dip-ramp-plateau structure (aka correlation hole) when the system is chaotic. We discuss how this structure could be detected through the quench dynamics of two physical quantities accessible to experimental many-body quantum systems: the survival probability and the spin autocorrelation function. The survival probability is equivalent to the spectral form factor with an additional filter. When the system is small, the dip of the correlation hole reaches sufficiently large values at times which are short enough to be detected with current experimental platforms. As the system is pushed away from chaos, the correlation hole disappears, signaling integrability or localization. We also provide a relatively shallow circuit with which the correlation hole could be detected with commercially available quantum computers.","[""Adway Kumar Das"", ""Cameron Cianci"", ""Delmar G. A. Cabral"", ""David A. Zarate-Herrada"", ""Patrick Pinney"", ""Saúl Pilatowsky-Cameo"", ""Apollonas S. Matsoukas-Roubeas"", ""Victor S. Batista"", ""Adolfo del Campo"", ""E. Jonathan Torres-Herrera"", ""Lea F. Santos""]",2024-01-02T19:00:00+00:00,2025-02-27T06:10:38+00:00,cond-mat.stat-mech,"[""cond-mat.stat-mech"", ""quant-ph""]","10 pages, 6 figures","Phys. Rev. Research 7, 013181 (2025)",10.1103/PhysRevResearch.7.013181,http://arxiv.org/abs/2401.01401v4,https://arxiv.org/pdf/2401.01401v4,cat:quant-ph AND submittedDate:[202401010000 TO 202412312359],2024,SCREEN_014,borderline,borderline_many_body,experimental_or_demonstration,Heuristic matched borderline evidence for borderline_many_body: many body.,"[""many body""]",False,False,True
2301.02626,A hierarchical equations of motion (HEOM) analog for systems with delay: illustrated on inter-cavity photon propagation,"Over the last two decades, the hierarchical equations of motion (HEOM) of Tanimura and Kubo have become the equation of motion-based tool for numerically exact calculations of system-bath problems. The HEOM is today generalized to many cases of dissipation and transfer processes through an external bath. In spatially extended photonic systems, the propagation of photons through the bath leads to retardation/delays in the coupling of quantum emitters. Here, the idea behind the HEOM derivation is generalized to the case of photon retardation and applied to the simple example of two dielectric slabs. The derived equations provide a simple reliable framework for describing retardation and may provide an alternative to path integral treatments.","[""Robert Fuchs"", ""Marten Richter""]",2023-01-06T18:06:13+00:00,2023-05-05T21:32:05+00:00,quant-ph,"[""quant-ph"", ""cond-mat.mes-hall"", ""physics.comp-ph"", ""physics.optics""]",,"Phys. Rev. B 107, 205301 (2023)",10.1103/PhysRevB.107.205301,http://arxiv.org/abs/2301.02626v4,https://arxiv.org/pdf/2301.02626v4,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_015,out_of_scope,out_of_scope_other,theory_or_methods,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2601.06104,Comment on arXiv:2511.21731v1: Identifying Quantum Structure in AI Language: Evidence for Evolutionary Convergence of Human and Artificial Cognition,"This note is a friendly technical check of arXiv:2511.21731v1. I highlight a few places where the manuscript's interpretation of (i) the reported CHSH/Bell-type calculations and (ii) Bose--Einstein (BE) fits to rank-frequency data seems to go beyond what the stated procedures can firmly support. I also point out one internal inconsistency in the ""energy-level spacing"" analogy. The aim is constructive: to keep the interesting empirical observations, while making clear what they do (and do not) imply about quantum entanglement in the usual Hilbert-space sense, especially when ""energy"" is defined by rank.","[""Krzysztof Sienicki""]",2026-01-03T05:33:35+00:00,2026-01-03T05:33:35+00:00,cs.AI,"[""cs.AI"", ""cs.CL"", ""quant-ph""]","5 pages, 11 references",,,http://arxiv.org/abs/2601.06104v1,https://arxiv.org/pdf/2601.06104v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_016,borderline,borderline_foundations,theory_or_methods,Heuristic matched borderline evidence for borderline_foundations: chsh.,"[""chsh""]",False,False,True
2501.03123,Crypto-nonlocality in arbitrarily dimensional systems,"According to Bell's theorem, any model based on local variables cannot reproduce certain quantum correlations. A critical question is whether one could devise an alternative framework, based on nonlocal variables, to reproduce quantum correlations while adhering to fundamental principles. Leggett proposed a nonlocal model, termed crypto-nonlocality, rooted in considerations of the reality of photon polarization, but this property restricted it to being bi-dimensional. In this Letter, we extend the crypto-nonlocal model to higher dimensions and develop a framework for constructing experimentally testable Leggett-type inequalities for arbitrary dimensions. Our investigation into models that yield specific predictions exceeding those of quantum mechanics is intriguing from an information-theoretic perspective and is expected to deepen our understanding of quantum correlations.","[""Jianqi Sheng"", ""Dongkai Zhang"", ""Lixiang Chen""]",2025-01-06T16:31:25+00:00,2025-01-06T16:31:25+00:00,quant-ph,"[""quant-ph"", ""physics.optics""]",Submitted to PRA,,,http://arxiv.org/abs/2501.03123v1,https://arxiv.org/pdf/2501.03123v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_017,borderline,borderline_foundations,experimental_or_demonstration,Heuristic matched borderline evidence for borderline_foundations: nonlocality.,"[""nonlocality""]",False,False,True
2601.01136,The Completeness of Eigenstates in Quantum Mechanics,"We delineate the scope of research on the completeness of eigenstates in quantum mechanics. Based on the limit of the potential function at infinity, the proof of completeness is divided into eight cases, and theoretical proofs or numerical simulations are provided for each case. We present the definition of orthonormalization for general free states and the solution to the normalization coefficients, as well as a general set of initial states, which simplifies and concretizes the proof of completeness. Additionally, we define the spectral function for continuous energy eigenvalues. By taking the spectral function as the original integral variable of the expansion function, the relationship between the measured probability amplitude and the expansion function is endowed with the physical meaning of coordinate-momentum transformation.","[""Guoping Zhang""]",2026-01-03T09:45:53+00:00,2026-01-07T01:10:39+00:00,quant-ph,"[""quant-ph""]","16 pages,7 figures",,,http://arxiv.org/abs/2601.01136v2,https://arxiv.org/pdf/2601.01136v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_018,out_of_scope,out_of_scope_other,theory,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2601.01437,Implicitly Restarted Lanczos Enables Chemically-Accurate Shallow Neural Quantum States,"The variational optimization of high-dimensional neural network models, such as those used in neural quantum states (NQS), presents a significant challenge in machine intelligence. Conventional first-order stochastic methods (e.g., Adam) are plagued by slow convergence, sensitivity to hyperparameters, and numerical instability, preventing NQS from reaching the high accuracy required for fundamental science. We address this fundamental optimization bottleneck by introducing the implicitly restarted Lanczos (IRL) method as the core engine for NQS training. Our key innovation is an inherently stable second-order optimization framework that recasts the ill-conditioned parameter update problem into a small, well-posed Hermitian eigenvalue problem. By solving this problem efficiently and robustly with IRL, our approach automatically determines the optimal descent direction and step size, circumventing the need for demanding hyperparameter tuning and eliminating the numerical instabilities common in standard iterative solvers. We demonstrate that IRL enables shallow NQS architectures (with orders of magnitude fewer parameters) to consistently achieve extreme precision (1e-12 kcal/mol) in just 3 to 5 optimization steps. For the F2 molecule, this translates to an approximate 17,900-fold speed-up in total runtime compared to Adam. This work establishes IRL as a superior, robust, and efficient second-order optimization strategy for variational quantum models, paving the way for the practical, high-fidelity application of neural networks in quantum physics and chemistry.","[""Wei Liu"", ""Wenjie Dou""]",2026-01-04T08:49:24+00:00,2026-01-04T08:49:24+00:00,quant-ph,"[""quant-ph"", ""physics.chem-ph""]",,,,http://arxiv.org/abs/2601.01437v1,https://arxiv.org/pdf/2601.01437v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_019,in_scope,quantum_algorithms,experimental_or_demonstration,Heuristic matched in scope evidence for quantum_algorithms: variational quantum.,"[""variational quantum""]",False,False,True
2501.02462,Floquet engineering in hybrid magnetic quantum systems,"The advancement of magnonics has facilitated the utilization of hybrid magnetic systems in quantum technologies. A hybrid magnetic lattice (HML), comprising an array of superconducting loops and magnetic particles, has been devised as a quantum bus to disseminate quantum resources among magnetic quantum entities (MQEs) serving as nodes of a quantum network. However, the HML also exerts a decoherence effect on the MQEs, which has the potential to impair its practical performance. By studying the non-Markovian dynamics of two MQEs comprised of either nitrogen-vacancy centers or magnon modes coupled to two independent HMLs, we propose a Floquet-engineering scheme by applying periodic driving on the MQEs to overcome the unwanted effect. It is revealed that the decoherence can be suppressed and a significant degree of entanglement can be maintained in the steady state, provided that a FBS exists within the quasienergy spectrum of the total system of each periodically driven MQE and its HML. This result enhances our ability to control hybrid magnetic systems and is beneficial for the application of HML in quantum networks.","[""Feng-Zhou Ji"", ""Si-Yuan Bai"", ""Wan-Li Yang"", ""Chun-Jie Yang"", ""Jun-Hong An""]",2025-01-05T07:14:49+00:00,2025-01-05T07:14:49+00:00,quant-ph,"[""quant-ph""]",,,,http://arxiv.org/abs/2501.02462v1,https://arxiv.org/pdf/2501.02462v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_020,in_scope,quantum_networks,theory_or_methods,"Heuristic matched in scope evidence for quantum_networks: quantum network, quantum networks.","[""quantum network"", ""quantum networks""]",False,False,False
